Node,Type,Value,HE 1,HE 2,HE 3,HE 4,HE 5,HE 6,HE 7,HE 8,HE 9,HE 10,HE 11,HE 12,HE 13,HE 14,HE 15,HE 16,HE 17,HE 18,HE 19,HE 20,HE 21,HE 22,HE 23,HE 24
LZ_HOUSTON,LZ,,13.3125,12.19,13.3175,13.5725,15.45,16.3675,20.7475,20.08,19.23,18.2575,16.4725,15.2675,15.0275,14.79,16.285,15.4125,15.6475,17.4875,20.89,18.9075,17.9475,16.8625,12.4925,9.9875
LZ_HOUSTON,LZ,,5.435,12.305,15.455,14.575,16.005,16.365,19.095,19.39,19.54,20.2725,20.7175,21.1875,22.6975,24.6,22.135,20.575,20.1825,20.86,28.48,23.3875,20.9775,19.5525,18.3675,17.005
LZ_HOUSTON,LZ,,16.0825,16.2475,16.5775,17.1,17.51,18.5075,20.9525,20.6925,19.905,20.3975,24.5925,19.6825,18.52,18.765,18.8475,18.72,19.2575,19.955,31.9775,28.6425,94.9775,111.175,31.0225,27.3025
LZ_HOUSTON,LZ,,24.05,22.35,23.3675,21.77,22.615,33.9875,144.5875,29.025,42.57,41.7275,29.845,30.895,30.8375,28.645,27.1375,25.3975,24.3675,27.93,37.65,29.93,30.2875,26.7025,25.7525,21.82
LZ_HOUSTON,LZ,,24.4075,30.4825,28.245,29.5575,34.75,36.035,66.15,47.28,33.33,41.9975,31.85,30.695,24.28,21.7475,20.7225,20.625,22.22,24.1175,27.4025,21.9375,19.85,18.9675,18.5,18.4825
LZ_HOUSTON,LZ,,18.9475,18.475,18.795,20.225,20.5325,20.315,21.1875,25.625,35.2325,43.96,37.9625,38.5275,35.8125,35.65,30.9225,26.23,25.2825,28.4525,33.6325,26.18,23.73,21.875,26.63,30.925
LZ_HOUSTON,LZ,,28.215,28.07,21.075,21.14,22.3675,25.2625,24.5675,29.785,36.2075,33.3075,35.84,36.495,31.3175,23.8375,21.485,20.5475,20.12,20.4625,24.745,27.8525,26.215,26.365,21.7775,20.415
LZ_HOUSTON,LZ,,19.7175,19.1025,19.25,19.54,20.085,23.505,33.055,37.1,36.725,38.7875,38.3,35.765,34.9825,34.3025,31.6225,27.345,29.5675,34.6375,121.745,69.7575,173.6725,54.915,37.9175,35.54
LZ_HOUSTON,LZ,,35.415,34.3525,36.435,40.735,48.245,60.175,807.215,196.335,45.705,43.3325,41.7675,41.5675,33.4325,30.475,28.4925,27.1625,27.625,30.87,41.7275,49.135,49.9225,41.785,33.775,30.3425
LZ_HOUSTON,LZ,,22.0325,21.09,21.835,22.7175,24.91,31.36,43.55,33.7175,28.7625,23.635,21.04,20.38,19.7775,18.705,17.58,16.15,16.47,17.025,20.21,22.2725,21.05,20.38,19.975,17.99
LZ_HOUSTON,LZ,,16.5325,16.8925,16.075,15.81,16.4175,19.1225,31.36,22.8875,21.005,49.4025,31.085,23.9,22.48,96.9375,20.88,21.0025,21.0475,20.0325,24.36,22.8375,20.6775,16.325,11.12,14.77
LZ_HOUSTON,LZ,,9.955,9.835,16.165,16.7625,16.6,17.6525,22.1275,26.78,36.885,117.1775,28.8575,50.1025,35.5225,26.4675,22.93,21.9525,22.945,22.3975,22.5625,28.9675,22.5125,112.3575,40.0475,41.225
LZ_HOUSTON,LZ,,25.5675,21.3125,14.6375,19.8925,33.8875,18.755,9.57,9.135,14.175,19.3175,21.395,21.81,21.4925,23.4575,34.27,37.14,33.9075,32.7875,180.195,28.3275,26.54,24.79,23.3825,19.8075
LZ_HOUSTON,LZ,,17.46,18.7825,0.01,19.9975,19.465,15.385,16.2125,16.845,17.315,17.4575,17.3475,18.15,18.9775,20.5875,23.4425,27.095,27.395,23.175,25.8675,34.8725,31.4925,41.015,67.8775,25.165
LZ_HOUSTON,LZ,,21.335,20.065,19.6075,19.45,20.235,21.1525,28.23,40.6425,28.28,72.9525,32.1075,93.685,38.3975,48.8525,74.875,51.6275,31.7575,32.225,28.16,36.76,32.1625,92.045,29.7275,20.43
LZ_HOUSTON,LZ,,19.0575,17.8125,17.4425,17.485,17.55,17.6075,18.5725,19.725,19.2625,18.72,18.6475,18.8825,85.61,19.41,19.4025,18.76,17.65,18.09,17.715,19.3425,19.0225,17.8775,14.6425,14.1425
LZ_HOUSTON,LZ,,12.7775,11.615,11.1675,10.9475,14.5975,20.2775,36.005,47.84,39.4625,54.245,57.19,33.4725,35.895,33.955,29.225,42.0975,30.275,30.475,20.72,27.295,37.22,24.9275,52.445,22.3725
LZ_HOUSTON,LZ,,14.2725,13.02,12.53,12.675,16.915,39.1725,18.425,20.845,20.7525,20.735,20.34,20.565,21.415,20.1625,19.5025,20.05,18.855,18.755,18.13,20.6225,19.1025,17.2625,16.4475,11.835
LZ_HOUSTON,LZ,,10.095,9.4325,5.68,3.1075,11.8875,13.495,16.39,17.835,18.455,18.06,16.575,17.2025,18.0525,18.4575,18.345,18.5425,18.7575,19.5275,20.8275,32.775,32.2025,30.725,23.025,21.9825
LZ_HOUSTON,LZ,,21.16,20.1575,20.025,20.3625,21.5475,21.6375,21.915,22.9975,25.07,29.5775,27.1875,24.3375,21.0175,20.9825,20.8675,21.03,21.6525,22.785,25.4775,29.4625,28.8225,21.73,21.35,21.305
LZ_HOUSTON,LZ,,21.6275,21.2025,21.6225,21.9825,23.21,25.5425,32.9175,46.1125,30.6575,31.5575,28.775,26.79,24.2925,20.88,20.4925,20.7875,21.08,24.51,28.4775,75.76,40.435,23.465,20.83,19.095
LZ_HOUSTON,LZ,,18.7025,18.265,18.18,18.5825,19.4025,25.14,331.7025,382.615,116.585,62.545,34.14,39.0175,31.4775,27.2175,27.7675,21.3975,22.4575,21.905,23.8025,30.4575,27.92,20.825,19,18.1675
